COMPANY NAME,CITY,STATE,ZIP CODE,STREET ADDRESS CITY,STREET ADDRESS,STREET ADDRESS ZIP,COUNTY,PHONE NUMBER,FAX NUMBER,WEB ADDRESS,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT GENDER,ACTUAL EMPLOYEE SIZE,EMPLOYEE SIZE RANGE,ACTUAL SALES VOLUME,SALES VOLUME RANGE,Industry,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,CREDIT ALPHA SCORE,CREDIT NUMERIC SCORE,HEADQUARTERS/BRANCH,SQUARE FOOTAGE
Consolidated Graphics Inc,Houston,TX,77257-2888,5858 Westheimer Rd # 200,Houston,77057-5643,Harris,7.14E+09,7.14E+09,www.consolidatedgraphics.com,Davis,Joe R,CEO,Male,4800,1000 to 4999,7.08E+08,$500 Million - $1 Billion,Manufacturing,275998,Commercial Printing Nec,275202,Printers,,,A+,100,Headquarter,"10,000 - 39,999"
Grede Foundries Inc,Milwaukee,WI,53226-0499,Milwaukee,9898 W Bluemound Rd,53226-4365,Milwaukee,4.14E+09,4.14E+09,www.grede.com,Jacobs,Bruce E,CEO,Male,4800,1000 to 4999,6.33E+08,$500 Million - $1 Billion,Manufacturing,336903,Castings,332198,Gray & Ductile Iron Foundries,332502,Foundries-Steel,A+,100,Headquarter,"40,000+"
New United Motor Mfg Inc,Fremont,CA,94538-6368,Fremont,45500 Fremont Blvd,94538-6368,Alameda,5.10E+09,5.11E+09,www.nummi.com,Azuma,Yuki,CEO,Male,4700,1000 to 4999,1.76E+09,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,371401,Automobile Parts & Supplies-Mfrs,501208,Automobile & Truck Brokers,A+,100,Single Loc,"40,000+"
K2 Inc,Carlsbad,CA,92008-8816,Carlsbad,5818 El Camino Real,92008-8816,San Diego,7.60E+09,7.60E+09,www.k2sports.com,Heckmann,Richard J,CEO,Male,4700,1000 to 4999,1.20E+09,Over $1 Billion,Manufacturing,394923,Sporting & Athletic Goods Nec (Mfrs),394923,Sporting & Athletic Goods Nec (Mfrs),509111,Sporting Goods-Wholesale,A+,100,Headquarter,"2,500 - 9,999"
Dresser-Rand Group Inc,Olean,NY,14760-0560,Olean,Paul Clark Dr,14760 0000,Cattaraugus,7.16E+09,7.16E+09,www.dresser-rand.com,Volpe Jr,Vincent R,CEO,Male,4680,1000 to 4999,9.15E+08,$500 Million - $1 Billion,Manufacturing,351101,Turbines-Manufacturers,351101,Turbines-Manufacturers,,,A+,100,Headquarter,"40,000+"
Agrium Us Inc,Denver,CO,80237-2641,Denver,4582 S Ulster St # 1700,80237-2641,Arapahoe,3.04E+09,3.04E+09,www.agrium.com,Wilson,Michael M,CEO,Male,4667,1000 to 4999,2.84E+09,Over $1 Billion,Manufacturing,287498,Phosphatic Fertilizers (Manufacturers),287498,Phosphatic Fertilizers (Manufacturers),519114,Fertilizers (Wholesale),A+,100,Headquarter,"40,000+"
Progress Energy Florida Inc,St Petersburg,FL,33733-8199,St Petersburg,100 Central Ave,33701-3324,Pinellas,7.28E+09,,www.fpc.com,Lyash,Jeff,CEO,Male,4658,1000 to 4999,2.80E+09,Over $1 Billion,Manufacturing,243102,Millwork (Manufacturers),122102,Coal Mining & Shipping,154299,General Contractors-Nonresidential Bldgs,A+,100,Subsidiary,"40,000+"
Curtiss-Wright Corp,Roseland,NJ,07068-1734,Roseland,4 Becker Farm Rd # 3,07068-1734,Essex,9.74E+09,9.74E+09,www.curtisswright.com,Benante,Martin R,CEO,Male,4655,1000 to 4999,9.55E+08,$500 Million - $1 Billion,Manufacturing,372801,Aircraft Components-Manufacturers,372498,Aircraft Engines & Engine Parts-Mfrs,381201,Aerospace Industries,A+,100,Headquarter,"40,000+"
Copley Press Inc,La Jolla,CA,92038-1530,La Jolla,7776 Ivanhoe Ave,92037-4574,San Diego,8.58E+09,8.58E+09,www.copleynewspapers.com,Copley,David C,CEO,Male,4654,1000 to 4999,0.00E+00,,Manufacturing,271101,Newspapers (Publishers),271101,Newspapers (Publishers),874213,Marketing Programs & Services,A+,100,Headquarter,"40,000+"
Maverick Tube Corp,Chesterfield,MO,63017-0768,Chesterfield,16401 Swingley Ridge Rd # 700,63017-0768,St Louis,6.37E+09,6.37E+09,www.mavericktube.com,Bunch,C Robert,CEO,Male,4649,1000 to 4999,1.79E+09,Over $1 Billion,Manufacturing,331798,Steel Pipe & Tubes (Manufacturers),331298,Steel Works/Blast Furnaces/Rolling Mls,505107,Pipe-Wholesale,A+,100,Headquarter,"40,000+"
Genmar Industries Inc,Minneapolis,MN,55402-1258,Minneapolis,100 S 5th St # 2400,55402-1258,Hennepin,6.12E+09,6.12E+09,www.genmar.com,,,,,4600,1000 to 4999,0.00E+00,,Manufacturing,373101,Ship Builders & Repairers,373101,Ship Builders & Repairers,373298,Boat Part-Used & Rebuilt,A+,100,Subsidiary,"10,000 - 39,999"
Dyson-Kissner-Moran Corp,New York,NY,10017-2424,New York,565 5th Ave # 4,10017-2424,New York,2.13E+09,2.13E+09,www.dkmcorp.com,Dyson,Robert R,CEO,Male,4600,1000 to 4999,7.00E+08,$500 Million - $1 Billion,Manufacturing,367498,Semiconductors & Related Devices (Mfrs),361398,Switchgear/Switchboard Apparatus (Mfrs),362198,Motor & Generator-Manufacturers,A+,100,Headquarter,"40,000+"
Berry Plastics Corp,Evansville,IN,47706-0959,Evansville,101 Oakley St,47710-1252,Vanderburgh,8.12E+09,8.12E+09,www.berryplastics.com,Boots,Ira G,CEO,Male,4550,1000 to 4999,4.62E+08,$100 - 500 Million,Manufacturing,308902,Plastics & Plastic Products (Mfrs),265503,Packaging Containers (Manufacturers),265698,Sanitary Food Cntnrs-Ex Folding (Mfrs),A+,100,Headquarter,"40,000+"
JACUZZI Brands Inc,West Palm Beach,FL,33401-5963,West Palm Beach,777 S Flagler Dr # 1100w,33401-5963,Palm Beach,5.62E+09,5.62E+09,www.jacuzzibrands.com,Clarke,David H,CEO,Male,4507,1000 to 4999,1.21E+09,Over $1 Billion,Manufacturing,343201,Plumbing Fixtures & Supplies-Mfrs,342302,Tools-Manufacturers,359915,Manufacturers Distrs & Indl Products,A+,100,Headquarter,"40,000+"
IMI Cornelius Inc,Osseo,MN,55369-4185,Osseo,101 Broadway St W # 100,55369-4185,Hennepin,7.63E+09,7.63E+09,www.cornelius.com,Belbaum,John,CEO,Male,4501,1000 to 4999,0.00E+00,,Manufacturing,358503,Beverage Dispensing Equip/Supls-Mfrs,259998,Furniture & Fixtures Nec (Mfrs),355698,Food Products-Machinery (Manufacturers),A+,100,Headquarter,"40,000+"
DIRECTV Inc,Long Beach,CA,90810-0712,El Segundo,2230 E Imperial Hwy,90245-3531,Los Angeles,3.11E+09,3.11E+09,www.directv.com,Carey,Chase,CEO,Male,4500,1000 to 4999,0.00E+00,,Manufacturing,399903,Manufacturers,399903,Manufacturers,481302,Telecommunications Services,A+,100,Subsidiary,"40,000+"
Lockheed Martin Corp,Orlando,FL,32819-8907,Orlando,5600 W Sand Lake Rd,32819-8907,Orange,4.07E+09,,www.missilesandfirecontrol.com,Arthur,Stanley,President,Male,4500,1000 to 4999,2.22E+09,Over $1 Billion,Manufacturing,376198,Guided Missile & Space Vehicle (Mfrs),366998,Communications Equipment Nec (Mfrs),367498,Semiconductors & Related Devices (Mfrs),A+,100,Branch,"40,000+"
Saint-Gobain Containers,Muncie,IN,47307-4200,Muncie,1509 S Macedonia Ave,47302-3664,Delaware,7.66E+09,7.66E+09,www.sgcontainers.com,Grewe,Joe,CEO,Male,4500,1000 to 4999,0.00E+00,,Manufacturing,322198,Glass Containers (Manufacturers),322198,Glass Containers (Manufacturers),,,A+,100,Subsidiary,"40,000+"
Waters Corp,Milford,MA,01757-3696,Milford,34 Maple St,01757-3696,Worcester,5.08E+09,5.09E+09,www.waters.com,Berthiaume,Douglas A,CEO,Male,4500,1000 to 4999,1.16E+09,Over $1 Billion,Manufacturing,382698,Laboratory Analytical Instruments (Mfrs),357101,Computers-Electronic-Manufacturers,382103,Laboratory Furniture (Manufacturers),A+,100,Headquarter,"40,000+"
Fasco Motors Group,Eaton Rapids,MI,48827-1832,Eaton Rapids,402 Haven St,48827-1832,Eaton,5.18E+09,5.18E+09,www.fasco.com,Doyle,Jim,CEO,Male,4500,1000 to 4999,0.00E+00,,Manufacturing,362102,Electric Motors-Manufacturers,362102,Electric Motors-Manufacturers,369902,Electric Equipment-Manufacturers,A+,100,Subsidiary,"40,000+"
H B Fuller Co,St Paul,MN,55164-0683,St Paul,1200 Willow Lake Blvd,55110-5101,Ramsey,6.51E+09,6.51E+09,www.hbfuller.com,Stroucken,Albert P L,CEO,Male,4500,1000 to 4999,1.41E+09,Over $1 Billion,Manufacturing,289101,Adhesives & Glues-Manufacturers,289101,Adhesives & Glues-Manufacturers,289905,Chemicals-Manufacturers,A+,100,Headquarter,"40,000+"
Thermo King Corp,Bloomington,MN,55420-3693,Bloomington,314 W 90th St,55420-3693,Hennepin,9.53E+09,9.53E+09,www.thermoking.com,Shawley,Steven R,President,Male,4500,1000 to 4999,0.00E+00,,Manufacturing,358598,Air Conditioning/Htg/Refrig Equip (Mfrs),358598,Air Conditioning/Htg/Refrig Equip (Mfrs),501304,Truck Refrigeration Equipment (Whol),A+,100,Subsidiary,"40,000+"
Freightliner LLC,Cleveland,NC,27013-8114,Cleveland,11550 Statesville Blvd,27013-8114,Rowan,7.05E+09,7.05E+09,www.freightliner.com,Pacillas,J R,Plant Mgr,Male,4500,1000 to 4999,8.73E+08,$500 Million - $1 Billion,Manufacturing,399906,Assembly & Fabricating Service,399906,Assembly & Fabricating Service,,,A+,100,Branch,"40,000+"
Bristol-Myers Squibb Co,Princeton,NJ,08543-4000,Princeton,Route 206 & Providence Line Rd,08540 0000,Mercer,6.09E+09,,www.bms.com,Weg,Ken,President,Male,4500,1000 to 4999,4.28E+09,Over $1 Billion,Manufacturing,283404,Drug Millers,283404,Drug Millers,283598,In-Vitro/In-Vivo Diagnostic Sbstnc (Mfr),A+,100,Branch,"40,000+"
Cytec Industries Inc,West Paterson,NJ,07424-3300,West Paterson,5 Garret Mountain Plz,07424-3300,Passaic,9.73E+09,9.73E+09,www.cytec.com,Lilley,David,CEO,Male,4500,1000 to 4999,1.72E+09,Over $1 Billion,Manufacturing,289905,Chemicals-Manufacturers,281998,Industrial Inorganic Chmcls Nec (Mfrs),282398,Cellulosic Manmade Fibers (Mfrs),A+,100,Headquarter,"40,000+"
Harper Collins Publishers Inc,New York,NY,10022-5299,New York,10 E 53rd St,10022-5299,New York,2.12E+09,2.12E+09,www.harpercollins.com,Friedman,Jane,CEO,Female,4500,1000 to 4999,0.00E+00,,Manufacturing,273101,Publishers-Book,273101,Publishers-Book,365298,Phonograph Record/Prerecorded Tape (Mfr),A+,100,Subsidiary,"40,000+"
Palm Harbor Homes Inc,Addison,TX,75001-4600,15303 Dallas Pkwy # 800,Addison,75001-4600,Dallas,9.72E+09,9.73E+09,www.palmharbor.net,Keener,Larry H,CEO,Male,4500,1000 to 4999,5.78E+08,$500 Million - $1 Billion,Manufacturing,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,152112,Home Builders,874213,Marketing Programs & Services,A+,100,Headquarter,"40,000+"
Verizon Information Svc,Dallas,TX,75261-9810,2200 W Airfield Dr,Dallas,75261-4008,Dallas,9.72E+09,9.72E+09,www.bigbook.com,Harless,Katherine J,President,Female,4500,1000 to 4999,0.00E+00,,Manufacturing,274107,Publishers-Directory & Guide,274107,Publishers-Directory & Guide,481302,Telecommunications Services,A+,100,Subsidiary,"40,000+"
Standard Motor Products Inc,Long Island City,NY,11101-1684,Long Island City,3718 Northern Blvd,11101-1684,Queens,7.18E+09,7.18E+09,www.smpsfa.com,Sills,Lawrence I,CEO,Male,4500,1000 to 4999,6.79E+08,$500 Million - $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,359298,Carburetors Pistons Rings/Valves (Mfrs),367901,Electronic Equipment & Supplies-Mfrs,A+,100,Headquarter,"40,000+"
Marvin Windows & Doors,Warroad,MN,56763-0100,Warroad,801 State Ave NE,56763-2703,Roseau,2.18E+09,2.18E+09,www.marvin.com,Marvin,Jake,CEO,Male,4499,1000 to 4999,0.00E+00,,Manufacturing,344202,Windows-Manufacturers,243102,Millwork (Manufacturers),243110,Windows-Wood-Manufacturers,A+,100,Headquarter,"40,000+"
Apogee Enterprises Inc,Bloomington,MN,55431-1105,Bloomington,7900 Xerxes Ave S # 1800,55431-1105,Hennepin,9.53E+09,9.53E+09,www.apog.com,Huffer,Russell,CEO,Male,4465,1000 to 4999,6.97E+08,$500 Million - $1 Billion,Manufacturing,321101,Glass-Manufacturers,179302,Glaziers,259198,Drapery Hdwr-Window Blinds/Shades (Mfrs),A+,100,Headquarter,"40,000+"
UNOVA Inc,Everett,WA,98203-1264,Everett,6001 36th Ave W,98203-1264,Snohomish,4.25E+09,4.25E+09,www.unova.com,Brady,Larry D,CEO,Male,4456,1000 to 4999,8.11E+08,$500 Million - $1 Billion,Manufacturing,356907,Automation Systems & Equipment-Mfrs,138905,Oil Field Service,737905,Computer Consultants,A+,100,Headquarter,"40,000+"
LSI Logic Corp,Milpitas,CA,95035-7458,Milpitas,1621 Barber Ln,95035-7458,Santa Clara,4.08E+09,,www.lsilogic.com,Corrigan,Wilfred J,CEO,Male,4414,1000 to 4999,1.70E+09,Over $1 Billion,Manufacturing,367201,Printed & Etched Circuits-Mfrs,357702,Computer Peripherals (Manufacturers),382498,Totalizing Fluid Mtrs/Cntng Device (Mfr),A+,100,Headquarter,"40,000+"
Aggregate Industries Mgt Inc,Rockville,MD,20850-3519,Rockville,13900 Piney Meetinghouse Rd,20850-3519,Montgomery,3.01E+09,3.01E+09,www.aggregate.com,Merlino,Joe,Manager,Male,4412,1000 to 4999,0.00E+00,,Manufacturing,327209,Concrete Prods-Ex Block & Brick (Mfrs),327209,Concrete Prods-Ex Block & Brick (Mfrs),503208,Concrete Products (Wholesale),A,94,Headquarter,"2,500 - 9,999"
Hexcel Corp,Stamford,CT,06901-3261,Stamford,281 Tresser Blvd # 16,06901-3261,Fairfield,2.04E+09,2.03E+09,www.hexcel.com,Berges,David E,CEO,Male,4406,1000 to 4999,1.07E+09,Over $1 Billion,Manufacturing,287502,Composites (Manufacturers),222101,Textile Mills,229598,Coated Fabrics-Not Rubberized (Mfrs),A+,100,Headquarter,"10,000 - 39,999"
Applied Biosystems Group,Foster City,CA,94404-1128,Foster City,850 Lincoln Centre Dr,94404-1128,San Mateo,6.51E+09,6.51E+09,www.appliedbiosystems.com,Burzik,Catherine M,President,Female,4400,1000 to 4999,1.74E+09,Over $1 Billion,Manufacturing,382698,Laboratory Analytical Instruments (Mfrs),281998,Industrial Inorganic Chmcls Nec (Mfrs),283598,In-Vitro/In-Vivo Diagnostic Sbstnc (Mfr),A+,100,Subsidiary,"40,000+"
Comm Scope Inc,Hickory,NC,28603-0339,Hickory,1100 Commscope Pl SE,28602-3619,Catawba,8.28E+09,8.28E+09,www.commscope.com,Drendel,Frank M,CEO,Male,4400,1000 to 4999,1.34E+09,Over $1 Billion,Manufacturing,366308,Television-Cable & Catv-Manufacturers,366308,Television-Cable & Catv-Manufacturers,481302,Telecommunications Services,A+,100,Headquarter,"40,000+"
Hitachi America LTD,Tarrytown,NY,10591-4698,Tarrytown,50 Prospect Ave,10591-4698,Westchester,9.15E+09,9.14E+09,www.hitachi.com,Hisada,Masao,President,Male,4400,1000 to 4999,8.17E+10,Over $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,356998,General Ind Machinery/Equip Nec (Mfrs),359915,Industrial Equipment & Supplies-Mfrs,A+,100,Headquarter,"40,000+"
Garan Inc,New York,NY,10118-1900,New York,350 5th Ave # 19,10118-1900,New York,2.13E+09,2.13E+09,www.garanimals.com,Lichtenstein,Seymour,CEO,Male,4375,1000 to 4999,0.00E+00,,Manufacturing,233907,Clothing-Manufacturers,225398,Knit Outerwear Mills,232101,Shirts-Manufacturers,A+,100,Subsidiary,"40,000+"
Innovex Inc,Maple Plain,MN,55359-9007,Maple Plain,5540 Pioneer Creek Dr,55359-9007,Hennepin,7.63E+09,7.63E+09,www.innovexinc.com,Murnane,William P,CEO,Male,4365,1000 to 4999,2.00E+08,$100 - 500 Million,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,354598,Cutting Tools/Acces/Measuring Dvcs (Mfr),362198,Motor & Generator-Manufacturers,A+,100,Headquarter,"40,000+"
New England Business Svc Inc,Groton,MA,01471-0001,Groton,500 Main St,01471-0001,Middlesex,9.78E+09,9.78E+09,www.nebs.com,Mosner,Lawrence J,CEO,Male,4356,1000 to 4999,5.51E+08,$500 Million - $1 Billion,Manufacturing,275202,Printers,275202,Printers,874213,Marketing Programs & Services,A+,100,Subsidiary,"40,000+"
Tektronix Inc,Beaverton,OR,97077-0001,Beaverton,14200 SW Karl Braun Dr,97005-2384,Washington,5.04E+09,5.04E+09,www.tek.com,Wills,Richard H,CEO,Male,4334,1000 to 4999,1.03E+09,Over $1 Billion,Manufacturing,382505,Instruments-Measuring (Manufacturers),275202,Printers,357101,Computers-Electronic-Manufacturers,A+,100,Headquarter,"40,000+"
National Textiles LLC,Winston Salem,NC,27102-1580,Winston Salem,480 Hanes Mill Rd,27105-9667,Forsyth,3.37E+09,3.37E+09,www.nationaltextiles.com,Rowland,Jerry D,CEO,Male,4325,1000 to 4999,0.00E+00,,Manufacturing,239912,Textile Manufacturers,239912,Textile Manufacturers,769972,Textile-Manufacturers,A+,100,Subsidiary,"40,000+"
Wabash National Corp,Lafayette,IN,47903-6129,Lafayette,1000 Sagamore Pkwy S,47905-4727,Tippecanoe,7.66E+09,7.65E+09,www.wabashnational.com,Greubel,William P,CEO,Male,4300,1000 to 4999,1.23E+09,Over $1 Billion,Manufacturing,371598,Truck-Trailer (Manufacturers),371398,Truck & Bus Bodies (Manufacturers),501212,Trailers-Truck (Wholesale),A+,100,Headquarter,"40,000+"
Butler Manufacturing Co,Kansas City,MO,64141-6917,Kansas City,1540 Genessee St,64102-1069,Jackson,8.17E+09,8.17E+09,www.butlermfg.com,Holland,John J,CEO,Male,4298,1000 to 4999,7.96E+08,$500 Million - $1 Billion,Manufacturing,344801,Buildings-Metal-Manufacturers,154210,Buildings-Metal,509901,Exporters,A+,100,Headquarter,"40,000+"
Biogen Idec Inc,Cambridge,MA,02142-1481,Cambridge,14 Cambridge Ctr,02142-1481,Middlesex,6.17E+09,6.18E+09,www.biogenidec.com,Mullen,James C,CEO,Male,4266,1000 to 4999,2.21E+09,Over $1 Billion,Manufacturing,283601,Biological Products (Manufacturers),283404,Drug Millers,283598,In-Vitro/In-Vivo Diagnostic Sbstnc (Mfr),A+,100,Headquarter,"40,000+"
Lance Inc,Charlotte,NC,28232-2368,Charlotte,8600 South Blvd,28273-6924,Mecklenburg,7.05E+09,7.05E+09,www.lance.com,Singer,David V,CEO,Male,4250,1000 to 4999,6.00E+08,$500 Million - $1 Billion,Manufacturing,209698,Potato Chips Corn Chips/Snacks (Mfrs),203498,Dried/Dehydrated Fruits Vegetables (Mfr),205201,Cookies & Crackers-Manufacturers,A+,100,Headquarter,"40,000+"
Winnebago Industries Inc,Forest City,IA,50436-0152,Forest City,605 W Crystal Lake Rd,50436-2315,Winnebago,6.42E+09,6.42E+09,www.winnebagoind.com,Hertzke,Bruce D,CEO,Male,4220,1000 to 4999,1.11E+09,Over $1 Billion,Manufacturing,371601,Motor Homes-Manufacturers,245101,Mobile Homes-Manufacturers,308798,Custom Compounding-Purchased Resin (Mfr),A+,100,Headquarter,"40,000+"
Pacific Coast Producers,Lodi,CA,95241-1600,Lodi,631 N Cluff Ave,95240-0756,San Joaquin,2.09E+09,2.09E+09,www.pcoastp.com,Clay,Larry D,CEO,Male,4200,1000 to 4999,2.84E+08,$100 - 500 Million,Manufacturing,203302,Canning (Manufacturers),203302,Canning (Manufacturers),209903,Food Products & Manufacturers,A+,100,Headquarter,"40,000+"
Amana Appliances,Amana,IA,52203,Amana,2800 220th Trl,52203 0000,Iowa,3.20E+09,3.20E+09,www.amanacommercial.com,Shook,Terry,President,Male,4200,1000 to 4999,0.00E+00,,Manufacturing,363201,Refrigerators-Manufacturers,358598,Air Conditioning/Htg/Refrig Equip (Mfrs),363498,Electric Housewares & Fans (Mfrs),A+,100,Subsidiary,"40,000+"
Getronics,Tewksbury,MA,1876,Tewksbury,9 Andover Rd,01876 0000,Middlesex,9.78E+09,9.79E+09,www.getronics.com/us/en-us/home.htm,Roche,Kevin,President,Male,4200,1000 to 4999,0.00E+00,,Manufacturing,384104,Physicians & Surgeons Equip & Supls-Mfrs,357101,Computers-Electronic-Manufacturers,357598,Computer Terminals (Manufacturers),A+,98,Headquarter,"40,000+"
Merillat Industries Inc,Adrian,MI,49221-7946,Adrian,5353 W Us Highway 223,49221-9461,Lenawee,5.17E+09,5.17E+09,www.merillat.com,Kiefaber,Clay,CEO,Male,4200,1000 to 4999,5.40E+08,$500 Million - $1 Billion,Manufacturing,243401,Cabinets-Manufacturers,175103,Cabinet Makers,509901,Exporters,A+,100,Subsidiary,"40,000+"
En Pro Industries Inc,Charlotte,NC,28209-4674,Charlotte,5605 Carnegie Blvd # 500,28209-4674,Mecklenburg,7.05E+09,7.05E+09,www.enproindustries.com,Schaub,Ernest F,CEO,Male,4200,1000 to 4999,8.39E+08,$500 Million - $1 Billion,Manufacturing,305398,Gaskets-Packing & Sealing Devices (Mfrs),305398,Gaskets-Packing & Sealing Devices (Mfrs),874213,Marketing Programs & Services,A+,100,Headquarter,"2,500 - 9,999"
Vishay Dale Electronics Inc,Columbus,NE,68602-0609,Columbus,1122 23rd St,68601-3647,Platte,4.03E+09,4.03E+09,www.vishay.com,Rueschhoff,Roland,President,Male,4200,1000 to 4999,3.45E+08,$100 - 500 Million,Manufacturing,367601,Resistors (Manufacturers),367601,Resistors (Manufacturers),367901,Electronic Equipment & Supplies-Mfrs,A+,100,Subsidiary,"40,000+"
ALERIS International Inc,Cleveland,OH,44122-7392,Cleveland,25825 Science Park Dr # 400,44122-7392,Cuyahoga,2.17E+09,2.17E+09,www.aleris.com,Demetriou,Steven J,CEO,Male,4200,1000 to 4999,2.43E+09,Over $1 Billion,Manufacturing,335501,Aluminum Fabricators,334198,Secondary Smelting & Refining-Nonferrous,509312,Recycling Centers (Wholesale),A+,100,Headquarter,"40,000+"
Waters Corp,Milford,MA,01757-3696,Milford,34 Maple St,01757-3696,Worcester,5.08E+09,5.09E+09,www.waters.com,Berthiaume,Douglas A,CEO,Male,4200,1000 to 4999,1.10E+09,Over $1 Billion,Manufacturing,382698,Laboratory Analytical Instruments (Mfrs),357101,Computers-Electronic-Manufacturers,382103,Laboratory Furniture (Manufacturers),A+,100,Headquarter,"40,000+"
Grant PRIDECO Inc,Houston,TX,77060-3531,400 N Sam Houston Pkwy E # 900,Houston,77060-3531,Harris,2.82E+09,,www.grantprideco.com,Mcshane,Michael,CEO,Male,4102,1000 to 4999,9.46E+08,$500 Million - $1 Billion,Manufacturing,353301,Oil Field Equipment-Manufacturers,331798,Steel Pipe & Tubes (Manufacturers),505107,Pipe-Wholesale,A+,100,Headquarter,"40,000+"
Premium Standard Farms Inc,Kansas City,MO,64105-1340,Kansas City,805 Pennsylvania Ave # 200,64105-1340,Jackson,8.16E+09,8.17E+09,www.premiumstandardfarms.com,Meyer,John M,CEO,Male,4100,1000 to 4999,9.28E+08,$500 Million - $1 Billion,Manufacturing,201305,Pork Products (Manufacturers),201104,Meat Products,874213,Marketing Programs & Services,A+,100,Subsidiary,"10,000 - 39,999"
Goulds Pumps Inc,Seneca Falls,NY,13148-1573,Seneca Falls,240 Fall St # 1,13148-1573,Seneca,3.16E+09,3.16E+09,www.gouldspumps.com,Boggan,Joe,Plant Mgr,Male,4100,1000 to 4999,7.74E+08,$500 Million - $1 Billion,Manufacturing,356101,Pumps-Manufacturers,356101,Pumps-Manufacturers,508444,Pumps (Wholesale),A+,100,Subsidiary,"40,000+"
Standard Register,Dayton,OH,45401-1167,Dayton,600 Albany St,45408-1442,Montgomery,9.37E+09,9.37E+09,www.standardregister.com,Rediker,Dennis L,CEO,Male,4100,1000 to 4999,8.90E+08,$500 Million - $1 Billion,Manufacturing,276103,Business Forms & Systems-Manufacturers,267201,Labels-Paper (Manufacturers),267998,Converted Paper/Paperbrd Prod Nec (Mfrs),A+,100,Headquarter,"40,000+"
Texas Industries Inc,Dallas,TX,75247-6905,1341 W Mockingbird Ln # 700w,Dallas,75247-6905,Dallas,9.73E+09,9.73E+09,www.txi.com,Brekhus,Melvin G,CEO,Male,4100,1000 to 4999,1.67E+09,Over $1 Billion,Manufacturing,353104,Construction Equipment-Manufacturers,327101,Concrete-Block & Brick (Manufacturers),503209,Cement-Wholesale,A+,100,Headquarter,"40,000+"
Biomet Inc,Warsaw,IN,46581-0587,Warsaw,56 E Bell Dr,46582-6924,Kosciusko,5.74E+09,5.74E+09,www.biomet.com,Hann,Daniel P,CEO,Male,4060,1000 to 4999,1.88E+09,Over $1 Billion,Manufacturing,384298,Orthopedic Prosthetic/Srgcl Appl (Mfrs),384101,Surgical Instruments-Manufacturers,384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Headquarter,"40,000+"
